symbol,name,exchange,sector,industry,currency
BULL.US,Webull Corporation - Class A Ordinary Shares,NASDAQ,,,USD
BULLW.US,Webull Corporation - Warrants,NASDAQ,,,USD
BULX.US,GraniteShares 2x Long BULL Daily ETF,NASDAQ,,,USD
BUSE.US,First Busey Corporation - Common Stock,NASDAQ,,,USD
BUSEP.US,"First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value",NASDAQ,,,USD
BUUU.US,BUUU Group Limited - Class A Ordinary Share,NASDAQ,,,USD
BVFL.US,"BV Financial, Inc. - Common Stock",NASDAQ,,,USD
BVS.US,Bioventus Inc. - Class A Common Stock,NASDAQ,,,USD
BWAY.US,BrainsWay Ltd. - American Depositary Shares,NASDAQ,,,USD
BWB.US,"Bridgewater Bancshares, Inc. - Common Stock",NASDAQ,,,USD
BWBBP.US,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,,,USD
BWEN.US,"Broadwind, Inc. - Common Stock",NASDAQ,,,USD
BWFG.US,"Bankwell Financial Group, Inc. - Common Stock",NASDAQ,,,USD
BWIN.US,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ,,,USD
BWMN.US,Bowman Consulting Group Ltd. - Common Stock,NASDAQ,,,USD
BYFC.US,Broadway Financial Corporation - Class A Common Stock,NASDAQ,,,USD
BYND.US,"Beyond Meat, Inc. - Common stock",NASDAQ,,,USD
BYRN.US,"Byrna Technologies, Inc. - Common Stock",NASDAQ,,,USD
BYSI.US,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,,,USD
BZ.US,KANZHUN LIMITED - American Depository Shares,NASDAQ,,,USD
BZAI.US,"Blaize Holdings, Inc. - Common Stock",NASDAQ,,,USD
BZAIW.US,"Blaize Holdings, Inc. - Warrant",NASDAQ,,,USD
BZFD.US,"BuzzFeed, Inc. - Class A Common Stock",NASDAQ,,,USD
BZFDW.US,"BuzzFeed, Inc. - Warrant",NASDAQ,,,USD
BZUN.US,Baozun Inc. - American Depositary Shares,NASDAQ,,,USD
CA.US,Xtrackers California Municipal Bonds ETF,NASDAQ,,,USD
CAAS.US,"China Automotive Systems, Inc. - Ordinary Share",NASDAQ,,,USD
CABA.US,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,,,USD
CAC.US,Camden National Corporation - Common Stock,NASDAQ,,,USD
CACC.US,Credit Acceptance Corporation - Common Stock,NASDAQ,,,USD
CADL.US,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CAEP.US,"Cantor Equity Partners III, Inc. - Class A Ordinary Shares",NASDAQ,,,USD
CAFG.US,Pacer US Small Cap Cash Cows Growth Leaders ETF,NASDAQ,,,USD
CAI.US,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,,,USD
CAKE.US,The Cheesecake Factory Incorporated - Common Stock,NASDAQ,,,USD
CALC.US,"CalciMedica, Inc. - Common Stock",NASDAQ,,,USD
CALI.US,iShares Short-Term California Muni Active ETF,NASDAQ,,,USD
CALM.US,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ,,,USD
CAMP.US,CAMP4 Therapeutics Corporation - Common Stock,NASDAQ,,,USD
CAMT.US,Camtek Ltd. - Ordinary Shares,NASDAQ,,,USD
CAN.US,Canaan Inc. - American Depositary Shares,NASDAQ,,,USD
CANC.US,Tema Oncology ETF,NASDAQ,,,USD
CANQ.US,Calamos Nasdaq Equity & Income ETF,NASDAQ,,,USD
CAPN.US,Cayson Acquisition Corp - Ordinary Shares,NASDAQ,,,USD
CAPNR.US,Cayson Acquisition Corp - Right,NASDAQ,,,USD
CAPNU.US,Cayson Acquisition Corp - Units,NASDAQ,,,USD
CAPR.US,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CAPS.US,Capstone Holding Corp. - Common Stock,NASDAQ,,,USD
CAPT.US,Captivision Inc. - Ordinary Shares,NASDAQ,,,USD
CAPTW.US,Captivision Inc. - Warrant,NASDAQ,,,USD
CAR.US,"Avis Budget Group, Inc. - Common Stock",NASDAQ,,,USD
CARE.US,"Carter Bankshares, Inc. - Common Stock",NASDAQ,,,USD
CARG.US,"CarGurus, Inc. - Class A Common Stock",NASDAQ,,,USD
CARL.US,"Carlsmed, Inc. - Common Stock",NASDAQ,,,USD
CARM.US,"Carisma Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CART.US,Maplebear Inc. - Common Stock,NASDAQ,,,USD
CARV.US,"Carver Bancorp, Inc. - Common Stock",NASDAQ,,,USD
CARY.US,Angel Oak Income ETF,NASDAQ,,,USD
CARZ.US,First Trust S-Network Future Vehicles & Technology ETF,NASDAQ,,,USD
CASH.US,"Pathward Financial, Inc. - Common Stock",NASDAQ,,,USD
CASI.US,"CASI Pharmaceuticals, Inc. - Ordinary Shares",NASDAQ,,,USD
CASS.US,"Cass Information Systems, Inc - Common Stock",NASDAQ,,,USD
CASY.US,"Caseys General Stores, Inc. - Common Stock",NASDAQ,,,USD
CATH.US,Global X S&P 500 Catholic Values ETF,NASDAQ,,,USD
CATY.US,Cathay General Bancorp - Common Stock,NASDAQ,,,USD
CBAT.US,"CBAK Energy Technology, Inc. - Common Stock",NASDAQ,,,USD
CBFV.US,"CB Financial Services, Inc. - Common Stock",NASDAQ,,,USD
CBIO.US,"Crescent Biopharma, Inc. - Common Stock",NASDAQ,,,USD
CBLL.US,"CeriBell, Inc. - Common Stock",NASDAQ,,,USD
CBNK.US,"Capital Bancorp, Inc. - Common Stock",NASDAQ,,,USD
CBRL.US,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ,,,USD
CBSH.US,"Commerce Bancshares, Inc. - Common Stock",NASDAQ,,,USD
CBUS.US,"Cibus, Inc. - Class A Common Stock",NASDAQ,,,USD
CCAP.US,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ,,,USD
CCB.US,Coastal Financial Corporation - Common Stock,NASDAQ,,,USD
CCBG.US,Capital City Bank Group - Common Stock,NASDAQ,,,USD
CCCC.US,"C4 Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CCCS.US,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,,,USD
CCCX.US,Churchill Capital Corp X - Class A Ordinary Shares,NASDAQ,,,USD
CCCXU.US,Churchill Capital Corp X - Unit,NASDAQ,,,USD
CCCXW.US,Churchill Capital Corp X - Warrants,NASDAQ,,,USD
CCD.US,Calamos Dynamic Convertible & Income Fund - Closed End Fund,NASDAQ,,,USD
CCEC.US,Capital Clean Energy Carriers Corp. - Common Share,NASDAQ,,,USD
CCEP.US,Coca-Cola Europacific Partners plc - Ordinary Shares,NASDAQ,,,USD
CCFE.US,Concourse Capital Focused Equity ETF,NASDAQ,,,USD
CCG.US,Cheche Group Inc. - Class A Ordinary Shares,NASDAQ,,,USD
CCGWW.US,Cheche Group Inc. - Warrant,NASDAQ,,,USD
CCII.US,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,,,USD
CCIIU.US,Cohen Circle Acquisition Corp. II - Unit,NASDAQ,,,USD
CCIIW.US,Cohen Circle Acquisition Corp. II - Warrant,NASDAQ,,,USD
CCIX.US,Churchill Capital Corp IX - Ordinary Shares,NASDAQ,,,USD
CCIXU.US,Churchill Capital Corp IX - Unit,NASDAQ,,,USD
CCIXW.US,Churchill Capital Corp IX - Warrant,NASDAQ,,,USD
CCLD.US,"CareCloud, Inc. - Common Stock",NASDAQ,,,USD
CCLDO.US,"CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,,,USD
CCNE.US,CNB Financial Corporation - Common Stock,NASDAQ,,,USD
CCNEP.US,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ,,,USD
CCNR.US,ALPS/CoreCommodity Natural Resources ETF,NASDAQ,,,USD
CCOI.US,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ,,,USD
CCRN.US,"Cross Country Healthcare, Inc. - Common Stock",NASDAQ,,,USD
CCSB.US,Carbon Collective Short Duration Green Bond ETF,NASDAQ,,,USD
CCSI.US,"Consensus Cloud Solutions, Inc. - Common Stock",NASDAQ,,,USD
CCSO.US,Carbon Collective Climate Solutions U.S. Equity ETF,NASDAQ,,,USD
CCTG.US,CCSC Technology International Holdings Limited - Class A Ordinary Shares,NASDAQ,,,USD
CDC.US,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,NASDAQ,,,USD
CDIG.US,City Different Investments Global Equity ETF,NASDAQ,,,USD
CDIO.US,Cardio Diagnostics Holdings Inc. - Common stock,NASDAQ,,,USD
CDIOW.US,Cardio Diagnostics Holdings Inc. - Warrant,NASDAQ,,,USD
CDL.US,VictoryShares US Large Cap High Div Volatility Wtd ETF,NASDAQ,,,USD
CDLX.US,"Cardlytics, Inc. - Common Stock",NASDAQ,,,USD
CDNA.US,"CareDx, Inc. - Common Stock",NASDAQ,,,USD
CDRO.US,"Codere Online Luxembourg, S.A. - Ordinary Shares",NASDAQ,,,USD
CDROW.US,"Codere Online Luxembourg, S.A. - Warrants",NASDAQ,,,USD
CDT.US,CDT Equity Inc. - Common Stock,NASDAQ,,,USD
CDTG.US,CDT Environmental Technology Investment Holdings Limited - ordinary shares,NASDAQ,,,USD
CDTTW.US,CDT Equity Inc. - Warrant,NASDAQ,,,USD
CDTX.US,"Cidara Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CDXS.US,"Codexis, Inc. - Common Stock",NASDAQ,,,USD
CDZI.US,"Cadiz, Inc. - Common Stock",NASDAQ,,,USD
CDZIP.US,"Cadiz, Inc. - Depositary Shares",NASDAQ,,,USD
CECO.US,CECO Environmental Corp. - Common Stock,NASDAQ,,,USD
CEFA.US,Global X S&P Catholic Values Developed ex-U.S. ETF,NASDAQ,,,USD
CELC.US,Celcuity Inc. - Common Stock,NASDAQ,,,USD
CELH.US,"Celsius Holdings, Inc. - Common Stock",NASDAQ,,,USD
CELU.US,Celularity Inc. - Class A Common Stock,NASDAQ,,,USD
CELUW.US,Celularity Inc. - Warrant,NASDAQ,,,USD
CELZ.US,"Creative Medical Technology Holdings, Inc. - Common Stock",NASDAQ,,,USD
CENN.US,Cenntro Inc. - Common Stock,NASDAQ,,,USD
CENT.US,Central Garden & Pet Company - Common Stock,NASDAQ,,,USD
CENTA.US,Central Garden & Pet Company - Class A Common Stock Nonvoting,NASDAQ,,,USD
CENX.US,Century Aluminum Company - Common Stock,NASDAQ,,,USD
CEP.US,"Cantor Equity Partners, Inc. - Class A ordinary shares",NASDAQ,,,USD
CEPF.US,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",NASDAQ,,,USD
CEPI.US,REX Crypto Equity Premium Income ETF,NASDAQ,,,USD
CEPO.US,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",NASDAQ,,,USD
CEPT.US,"Cantor Equity Partners II, Inc. - Class A ordinary share",NASDAQ,,,USD
CERO.US,"CERo Therapeutics Holdings, Inc. - Common Stock",NASDAQ,,,USD
CEROW.US,"CERo Therapeutics Holdings, Inc. - Warrants",NASDAQ,,,USD
CERS.US,Cerus Corporation - Common Stock,NASDAQ,,,USD
CERT.US,"Certara, Inc. - Common Stock",NASDAQ,,,USD
CETX.US,Cemtrex Inc. - Common Stock,NASDAQ,,,USD
CETY.US,"Clean Energy Technologies, Inc. - Common Stock",NASDAQ,,,USD
CEVA.US,"CEVA, Inc. - Common Stock",NASDAQ,,,USD
CFA.US,VictoryShares US 500 Volatility Wtd ETF,NASDAQ,,,USD
CFBK.US,CF Bankshares Inc. - Common Stock,NASDAQ,,,USD
CFFI.US,C&F Financial Corporation - Common Stock,NASDAQ,,,USD
CFFN.US,"Capitol Federal Financial, Inc. - Common Stock",NASDAQ,,,USD
CFLT.US,"Confluent, Inc. - Class A Common Stock",NASDAQ,,,USD
CFO.US,VictoryShares US 500 Enhanced Volatility Wtd ETF,NASDAQ,,,USD
CFSB.US,"CFSB Bancorp, Inc. - Common Stock",NASDAQ,,,USD
CG.US,The Carlyle Group Inc. - Common Stock,NASDAQ,,,USD
CGABL.US,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,NASDAQ,,,USD
CGBD.US,"Carlyle Secured Lending, Inc. - Closed End Fund",NASDAQ,,,USD
CGBDL.US,"Carlyle Secured Lending, Inc. - 8.20% Notes due 2028",NASDAQ,,,USD
CGC.US,Canopy Growth Corporation - Common Shares,NASDAQ,,,USD
CGCT.US,Cartesian Growth Corporation III - Class A Ordinary Shares,NASDAQ,,,USD
CGCTU.US,Cartesian Growth Corporation III - unit,NASDAQ,,,USD
CGCTW.US,Cartesian Growth Corporation III - Warrant,NASDAQ,,,USD
CGEM.US,"Cullinan Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CGEN.US,Compugen Ltd. - Ordinary Shares,NASDAQ,,,USD
CGNT.US,Cognyte Software Ltd. - Ordinary Shares,NASDAQ,,,USD
CGNX.US,Cognex Corporation - Common Stock,NASDAQ,,,USD
CGO.US,Calamos Global Total Return Fund - Closed End Fund,NASDAQ,,,USD
CGON.US,"CG Oncology, Inc. - Common stock",NASDAQ,,,USD
CGTL.US,Creative Global Technology Holdings Limited - Class A Ordinary Shares,NASDAQ,,,USD
CGTX.US,"Cognition Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CHA.US,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",NASDAQ,,,USD
CHAC.US,Crane Harbor Acquisition Corp. - Class A Ordinary Shares,NASDAQ,,,USD
CHACR.US,Crane Harbor Acquisition Corp. - Rights,NASDAQ,,,USD
CHACU.US,Crane Harbor Acquisition Corp. - Units,NASDAQ,,,USD
CHAR.US,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,NASDAQ,,,USD
CHARR.US,Charlton Aria Acquisition Corporation - Rights,NASDAQ,,,USD
CHARU.US,Charlton Aria Acquisition Corporation - Units,NASDAQ,,,USD
CHCI.US,"Comstock Holding Companies, Inc. - Class A Common Stock",NASDAQ,,,USD
CHCO.US,City Holding Company - Common Stock,NASDAQ,,,USD
CHDN.US,"Churchill Downs, Incorporated - Common Stock",NASDAQ,,,USD
CHECU.US,Chenghe Acquisition III Co. - Units,NASDAQ,,,USD
CHEF.US,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ,,,USD
CHEK.US,Check-Cap Ltd. - Ordinary Share,NASDAQ,,,USD
CHGX.US,Stance Sustainable Beta ETF,NASDAQ,,,USD
CHI.US,Calamos Convertible Opportunities and Income Fund - Closed End Fund,NASDAQ,,,USD
CHKP.US,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ,,,USD
CHMG.US,Chemung Financial Corp  - Common Stock,NASDAQ,,,USD
CHNR.US,"China Natural Resources, Inc. - Common Shares",NASDAQ,,,USD
CHPG.US,ChampionsGate Acquisition Corporation - Class A Ordinary Share,NASDAQ,,,USD
CHPGR.US,ChampionsGate Acquisition Corporation - Rights,NASDAQ,,,USD
CHPGU.US,ChampionsGate Acquisition Corporation - Unit,NASDAQ,,,USD
CHPS.US,Xtrackers Semiconductor Select Equity ETF,NASDAQ,,,USD
CHR.US,"Cheer Holding, Inc.  - Class A Ordinary Share",NASDAQ,,,USD
CHRD.US,Chord Energy Corporation - Common Stock,NASDAQ,,,USD
CHRI.US,Global X S&P 500 Christian Values ETF,NASDAQ,,,USD
CHRS.US,"Coherus Oncology, Inc. - Common Stock",NASDAQ,,,USD
CHSCL.US,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",NASDAQ,,,USD
CHSCM.US,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",NASDAQ,,,USD
CHSCN.US,CHS Inc - Preferred Class B Series 2 Reset Rate,NASDAQ,,,USD
CHSCO.US,CHS Inc - Class B Cumulative Redeemable Preferred Stock,NASDAQ,,,USD
CHSCP.US,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,NASDAQ,,,USD
CHSN.US,Chanson International Holding - Class A Ordinary Shares,NASDAQ,,,USD
CHW.US,Calamos Global Dynamic Income Fund - Closed End Fund,NASDAQ,,,USD
CHY.US,Calamos Convertible and High Income Fund - Closed End Fund,NASDAQ,,,USD
CHYM.US,"Chime Financial, Inc. - Class A Common Stock",NASDAQ,,,USD
CIBR.US,First Trust NASDAQ Cybersecurity ETF,NASDAQ,,,USD
CIFR.US,Cipher Mining Inc. - Common Stock,NASDAQ,,,USD
CIFRW.US,Cipher Mining Inc. - Warrant,NASDAQ,,,USD
CIGI.US,Colliers International Group Inc.  - Subordinate Voting Shares,NASDAQ,,,USD
CIGL.US,Concorde International Group Ltd - Class A Ordinary Shares,NASDAQ,,,USD
CIIT.US,"Tianci International, Inc. - Common Stock",NASDAQ,,,USD
CIL.US,VictoryShares International Volatility Wtd ETF,NASDAQ,,,USD
CING.US,Cingulate Inc. - Common Stock,NASDAQ,,,USD
CINGW.US,Cingulate Inc. - Warrants,NASDAQ,,,USD
CISO.US,"CISO Global, Inc. - Common Stock",NASDAQ,,,USD
CISS.US,C3is Inc. - Common Stock,NASDAQ,,,USD
CIVB.US,"Civista Bancshares, Inc.  - Common Stock",NASDAQ,,,USD
CJET.US,"Chijet Motor Company, Inc. - Ordinary Shares",NASDAQ,,,USD
CJMB.US,Callan JMB Inc. - Common Stock,NASDAQ,,,USD
CLAR.US,Clarus Corporation - Common Stock,NASDAQ,,,USD
CLBK.US,"Columbia Financial, Inc. - Common Stock",NASDAQ,,,USD
CLBT.US,Cellebrite DI Ltd. - Ordinary Shares,NASDAQ,,,USD
CLDX.US,"Celldex Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CLFD.US,"Clearfield, Inc. - Common Stock",NASDAQ,,,USD
CLGN.US,CollPlant Biotechnologies Ltd. - Ordinary Shares,NASDAQ,,,USD
CLIK.US,Click Holdings Limited - Ordinary Share,NASDAQ,,,USD
CLIR.US,ClearSign Technologies Corporation - Common Stock,NASDAQ,,,USD
CLLS.US,Cellectis S.A. - American Depositary Shares,NASDAQ,,,USD
CLMB.US,"Climb Global Solutions, Inc. - Common Stock",NASDAQ,,,USD
CLMT.US,"Calumet, Inc - Common Stock",NASDAQ,,,USD
CLNE.US,Clean Energy Fuels Corp. - Common Stock,NASDAQ,,,USD
CLNN.US,Clene Inc. - Common Stock,NASDAQ,,,USD
CLNNW.US,Clene Inc. - Warrant,NASDAQ,,,USD
CLOA.US,iShares AAA CLO Active ETF,NASDAQ,,,USD
CLOD.US,Themes Cloud Computing ETF,NASDAQ,,,USD
CLOU.US,Global X Cloud Computing ETF,NASDAQ,,,USD
CLOV.US,"Clover Health Investments, Corp.  - Class A Common stock",NASDAQ,,,USD
CLPS.US,CLPS Incorporation - Common Stock,NASDAQ,,,USD
CLPT.US,ClearPoint Neuro Inc. - Common Stock,NASDAQ,,,USD
CLRB.US,"Cellectar Biosciences, Inc. - Common Stock",NASDAQ,,,USD
CLRO.US,"ClearOne, Inc. - Common Stock",NASDAQ,,,USD
CLSD.US,"Clearside Biomedical, Inc. - Common Stock",NASDAQ,,,USD
CLSK.US,"CleanSpark, Inc. - Common Stock",NASDAQ,,,USD
CLSKW.US,"CleanSpark, Inc. - Warrant",NASDAQ,,,USD
CLSM.US,ETC Cabana Target Leading Sector Moderate ETF,NASDAQ,,,USD
CLST.US,"Catalyst Bancorp, Inc. - common stock",NASDAQ,,,USD
CLWT.US,Euro Tech Holdings Company Limited - Ordinary Shares,NASDAQ,,,USD
CLYM.US,"Climb Bio, Inc. - Common Stock",NASDAQ,,,USD
CMBM.US,Cambium Networks Corporation - Ordinary Shares,NASDAQ,,,USD
CMCO.US,Columbus McKinnon Corporation - Common Stock,NASDAQ,,,USD
CMCT.US,Creative Media  - Common Stock,NASDAQ,,,USD
CMMB.US,Chemomab Therapeutics Ltd.  - American Depositary Shares,NASDAQ,,,USD
CMND.US,Clearmind Medicine Inc. - Common Shares,NASDAQ,,,USD
CMPOW.US,"CompoSecure, Inc.  - Warrant",NASDAQ,,,USD
CMPR.US,Cimpress plc - Ordinary Shares,NASDAQ,,,USD
CMPS.US,COMPASS Pathways Plc - American Depository Shares,NASDAQ,,,USD
CMPX.US,"Compass Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
CMRC.US,"Commerce.com, Inc. - Series 1 Common Stock",NASDAQ,,,USD
CMTL.US,Comtech Telecommunications Corp. - Common Stock,NASDAQ,,,USD
CNCK.US,Coincheck Group N.V. - Ordinary Shares,NASDAQ,,,USD
CNCKW.US,Coincheck Group N.V. - Warrants,NASDAQ,,,USD
CNDT.US,Conduent Incorporated - Common Stock,NASDAQ,,,USD
CNET.US,ZW Data Action Technologies Inc. - Common Stock,NASDAQ,,,USD
CNEY.US,CN Energy Group Inc. - Class A Ordinary Shares,NASDAQ,,,USD
CNOB.US,"ConnectOne Bancorp, Inc. - Common Stock",NASDAQ,,,USD
CNOBP.US,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A, par value $0.00 per share)",NASDAQ,,,USD
CNQQ.US,Rayliant-ChinaAMC Transformative China Tech ETF,NASDAQ,,,USD
CNSP.US,"CNS Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
CNTA.US,Centessa Pharmaceuticals plc - American Depositary Shares,NASDAQ,,,USD
CNTB.US,Connect Biopharma Holdings Limited - Ordinary Shares,NASDAQ,,,USD
CNTX.US,Context Therapeutics Inc. - Common Stock,NASDAQ,,,USD
CNTY.US,"Century Casinos, Inc. - Common Stock",NASDAQ,,,USD
CNVS.US,Cineverse Corp. - Class A Common Stock,NASDAQ,,,USD
CNXC.US,Concentrix Corporation - Common Stock,NASDAQ,,,USD
CNXN.US,"PC Connection, Inc. - Common Stock",NASDAQ,,,USD
COCH.US,"Envoy Medical, Inc. - Class A Common Stock",NASDAQ,,,USD
COCHW.US,"Envoy Medical, Inc. - Warrant",NASDAQ,,,USD
COCO.US,"The Vita Coco Company, Inc. - Common Stock",NASDAQ,,,USD
COCP.US,"Cocrystal Pharma, Inc. - Common Stock",NASDAQ,,,USD
CODA.US,"Coda Octopus Group, Inc. - Common stock",NASDAQ,,,USD
CODX.US,"Co-Diagnostics, Inc. - Common Stock",NASDAQ,,,USD
COEP.US,"Coeptis Therapeutics Holdings, Inc. - Common Stock",NASDAQ,,,USD
COEPW.US,"Coeptis Therapeutics Holdings, Inc. - Warrants",NASDAQ,,,USD
COFS.US,"ChoiceOne Financial Services, Inc. - Common Stock",NASDAQ,,,USD
COGT.US,"Cogent Biosciences, Inc. - Common Stock",NASDAQ,,,USD
COHU.US,"Cohu, Inc. - Common Stock",NASDAQ,,,USD
COIG.US,Leverage Shares 2X Long COIN Daily ETF,NASDAQ,,,USD
COKE.US,"Coca-Cola Consolidated, Inc. - Common Stock",NASDAQ,,,USD
COLA.US,Columbus Acquisition Corp - Ordinary Shares,NASDAQ,,,USD
COLAR.US,Columbus Acquisition Corp - Rights,NASDAQ,,,USD
COLAU.US,Columbus Acquisition Corp - Unit,NASDAQ,,,USD
COLB.US,"Columbia Banking System, Inc. - Common Stock",NASDAQ,,,USD
COLL.US,"Collegium Pharmaceutical, Inc. - Common Stock",NASDAQ,,,USD
COLM.US,Columbia Sportswear Company - Common Stock,NASDAQ,,,USD
COMM.US,"CommScope Holding Company, Inc. - Common Stock",NASDAQ,,,USD
COMT.US,iShares GSCI Commodity Dynamic Roll Strategy ETF,NASDAQ,,,USD
CONI.US,GraniteShares 2x Short COIN Daily ETF,NASDAQ,,,USD
CONL.US,GraniteShares 2x Long COIN Daily ETF,NASDAQ,,,USD
COOP.US,Mr. Cooper Group Inc. - Common Stock,NASDAQ,,,USD
COOT.US,Australian Oilseeds Holdings Limited - Ordinary Shares,NASDAQ,,,USD
COOTW.US,Australian Oilseeds Holdings Limited - Warrant,NASDAQ,,,USD
COPJ.US,Sprott Junior Copper Miners ETF,NASDAQ,,,USD
COPP.US,Sprott Copper Miners ETF,NASDAQ,,,USD
CORO.US,iShares International Country Rotation Active ETF,NASDAQ,,,USD
CORT.US,Corcept Therapeutics Incorporated - Common Stock,NASDAQ,,,USD
CORZ.US,"Core Scientific, Inc. - Common Stock",NASDAQ,,,USD
CORZW.US,"Core Scientific, Inc. - Tranche 1 Warrants",NASDAQ,,,USD
CORZZ.US,"Core Scientific, Inc. - Tranche 2 Warrants",NASDAQ,,,USD
COSM.US,Cosmos Health Inc. - Common Stock,NASDAQ,,,USD
COTG.US,Leverage Shares 2X Long COST Daily ETF,NASDAQ,,,USD
COWG.US,Pacer US Large Cap Cash Cows Growth Leaders ETF,NASDAQ,,,USD
COWS.US,Amplify Cash Flow Dividend Leaders ETF,NASDAQ,,,USD
COYA.US,"Coya Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
COYY.US,GraniteShares YieldBOOST COIN ETF,NASDAQ,,,USD
CPAG.US,F/m Compoundr U.S. Aggregate Bond ETF,NASDAQ,,,USD
CPBI.US,"Central Plains Bancshares, Inc. - Common Stock",NASDAQ,,,USD
CPHC.US,Canterbury Park Holding Corporation - Common Stock,NASDAQ,,,USD
CPHY.US,F/m Compoundr High Yield Bond ETF,NASDAQ,,,USD
CPIX.US,Cumberland Pharmaceuticals Inc. - Common Stock,NASDAQ,,,USD
CPLS.US,AB Core Plus Bond ETF,NASDAQ,,,USD
CPOP.US,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",NASDAQ,,,USD
CPRX.US,"Catalyst Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
CPSH.US,CPS Technologies Corp. - Common Stock,NASDAQ,,,USD
CPSS.US,"Consumer Portfolio Services, Inc. - Common Stock",NASDAQ,,,USD
CPZ.US,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,NASDAQ,,,USD
CRAI.US,"CRA International,Inc. - Common Stock",NASDAQ,,,USD
CRAQ.US,Cal Redwood Acquisition Corp. - Class A Ordinary Shares,NASDAQ,,,USD
CRAQR.US,Cal Redwood Acquisition Corp. - Right,NASDAQ,,,USD
CRAQU.US,Cal Redwood Acquisition Corp. - Units,NASDAQ,,,USD
CRBP.US,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ,,,USD
CRBU.US,"Caribou Biosciences, Inc. - Common Stock",NASDAQ,,,USD
CRCG.US,Leverage Shares 2X Long CRCL Daily ETF,NASDAQ,,,USD
CRCT.US,"Cricut, Inc. - Class A common stock",NASDAQ,,,USD
CRDF.US,"Cardiff Oncology, Inc. - Common Stock",NASDAQ,,,USD
CRDL.US,Cardiol Therapeutics Inc. - Class A Common Shares,NASDAQ,,,USD
CRDO.US,Credo Technology Group Holding Ltd - Ordinary Shares,NASDAQ,,,USD
CRE.US,Cre8 Enterprise Limited - Class A Ordinary Shares,NASDAQ,,,USD
CREG.US,Smart Powerr Corp. - Common Stock,NASDAQ,,,USD
CRESW.US,Cresud S.A.C.I.F. y A. - Warrant,NASDAQ,,,USD
CRESY.US,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",NASDAQ,,,USD
CREV.US,Carbon Revolution Public Limited Company - Ordinary Shares,NASDAQ,,,USD
CREVW.US,Carbon Revolution Public Limited Company - Warrant,NASDAQ,,,USD
CREX.US,"Creative Realities, Inc. - Common Stock",NASDAQ,,,USD
